name,t,dt,sensor_type,lidar_x,lidar_y,nis_lidar,radar_r,radar_phi,radar_dr,nis_radar,x_px,x_py,x_v,x_yaw_angle,x_yaw_rate
car1,1.66667,0.033333,lidar,-1.25225,4.03263,0.136184,,,,,-1.25991,3.98313,5.31659,-0.00237441,-0.00576532
car2,1.66667,0.033333,lidar,14.6977,-3.96737,0.145359,,,,,14.7167,-4.01545,-6.10124,0.000471539,-0.00164746
car3,1.66667,0.033333,lidar,-9.03192,0.86753,0.670997,,,,,-9.13644,0.831437,2.91576,0.528984,0.307204
car1,1.7,0.033334,lidar,-0.827833,3.83139,3.17551,,,,,-1.03436,3.95554,5.47239,-0.0159267,-0.0225673
car2,1.7,0.033334,lidar,14.7355,-4.16861,2.62857,,,,,14.5556,-4.04314,-5.97041,0.0135777,0.0155148
car3,1.7,0.033334,lidar,-8.67748,0.711109,5.98193,,,,,-8.97757,0.839883,3.07311,0.45296,0.206973
car1,1.73333,0.033333,lidar,-0.862019,3.9911,0.05777,,,,,-0.854016,3.95943,5.46578,-0.0131701,-0.0181939
car2,1.73333,0.033333,lidar,14.3141,-4.0089,0.115614,,,,,14.3487,-4.03932,-5.99548,0.0110072,0.0114818
car3,1.73333,0.033333,lidar,-8.7796,0.916629,0.444374,,,,,-8.86562,0.890271,3.139,0.454886,0.201301
car1,1.76667,0.033333,lidar,-0.538227,4.03561,0.87075,,,,,-0.646601,3.97082,5.54474,-0.00637048,-0.00903909
car2,1.76667,0.033333,lidar,14.2501,-3.96439,0.586167,,,,,14.1682,-4.02795,-5.93379,0.00540649,0.00358548
car3,1.76667,0.033333,lidar,-8.52171,1.00794,2.44118,,,,,-8.72402,0.948599,3.29314,0.449702,0.188054
car1,1.8,0.033334,lidar,-0.404455,4.19501,1.98069,,,,,-0.451069,4.00918,5.576,0.0134208,0.0159961
car2,1.8,0.033334,lidar,13.9955,-3.80499,1.86539,,,,,13.9753,-3.99006,-5.91618,-0.012068,-0.0195576
car3,1.8,0.033334,lidar,-8.4518,1.21515,2.79719,,,,,-8.59414,1.04059,3.44444,0.483017,0.219141
car1,1.83333,0.033333,lidar,-0.179844,3.8152,1.67965,,,,,-0.249081,3.97738,5.62935,-0.00306425,-0.00531697
car2,1.83333,0.033333,lidar,13.8313,-4.1848,1.53179,,,,,13.7883,-4.02154,-5.88604,0.00266757,0.000692776
car3,1.83333,0.033333,lidar,-8.28902,0.88413,2.9943,,,,,-8.45086,1.04777,3.49891,0.428871,0.150196
car1,1.86667,0.033333,lidar,0.109187,4.01792,1.11214,,,,,-0.0291489,3.98391,5.73142,0.000514293,-0.000671468
car2,1.86667,0.033333,lidar,13.7308,-3.98208,0.75055,,,,,13.6186,-4.01523,-5.80258,-0.00025666,-0.00323416
car3,1.86667,0.033333,lidar,-8.05978,1.13664,2.98326,,,,,-8.28998,1.10188,3.66374,0.414593,0.12934
car1,1.9,0.033334,lidar,0.130373,3.98301,0.0354971,,,,,0.155795,3.98383,5.7126,0.000376159,-0.000807939
car2,1.9,0.033334,lidar,13.362,-4.01699,0.144129,,,,,13.4133,-4.01549,-5.84054,-0.000273155,-0.00310042
car3,1.9,0.033334,lidar,-8.09634,1.15252,0.24265,,,,,-8.16264,1.15066,3.70872,0.4119,0.121766
car1,1.93333,0.033333,lidar,0.168773,4.17488,2.47209,,,,,0.312353,4.01694,5.60495,0.0162561,0.019324
car2,1.93333,0.033333,lidar,13.0099,-3.82512,2.91059,,,,,13.1791,-3.98358,-5.96482,-0.0149144,-0.0223383
car3,1.93333,0.033333,lidar,-8.11365,1.39618,1.49198,,,,,-8.06386,1.24109,3.72375,0.454326,0.164382
car1,1.96667,0.033333,lidar,0.738492,4.09758,2.28609,,,,,0.544509,4.03331,5.74833,0.023432,0.0275527
car2,1.96667,0.033333,lidar,13.1885,-3.90242,1.78488,,,,,13.0199,-3.96748,-5.83974,-0.0214962,-0.0301308
car3,1.96667,0.033333,lidar,-7.59761,1.37165,4.7419,,,,,-7.88453,1.30856,3.9359,0.444171,0.148161
car1,2,0.033334,lidar,0.861168,3.92985,0.99462,,,,,0.759725,4.0194,5.82356,0.0154901,0.0162509
car2,2,0.033334,lidar,12.9195,-4.07015,0.742337,,,,,12.8433,-3.98097,-5.78331,-0.0144492,-0.0194156
car3,2,0.033334,lidar,-7.52657,1.2577,2.45772,,,,,-7.71941,1.34183,4.03843,0.414858,0.110872
car1,2.03333,0.033333,lidar,1.01337,3.94455,0.35199,,,,,0.965018,4.00916,5.85932,0.00967711,0.00811547
car2,2.03333,0.033333,lidar,12.6795,-4.05545,0.251663,,,,,12.6562,-3.9909,-5.76593,-0.00930016,-0.0116813
car3,2.03333,0.033333,lidar,-7.42397,1.32717,1.23213,,,,,-7.5629,1.38136,4.11468,0.396353,0.0867621
car1,2.06667,0.033333,lidar,1.35859,3.96573,1.49297,,,,,1.19787,4.00334,5.9783,0.00621852,0.00331078
car2,2.06667,0.033333,lidar,12.6319,-4.03427,1.08966,,,,,12.496,-3.99653,-5.66515,-0.00635541,-0.00723189
car3,2.06667,0.033333,lidar,-7.12632,1.40412,3.48697,,,,,-7.37686,1.42686,4.27628,0.374542,0.0602754
car1,2.1,0.033334,lidar,1.33598,3.98941,0.142605,,,,,1.38541,4.002,5.94166,0.00513191,0.00176317
car2,2.1,0.033334,lidar,12.216,-4.01059,0.30876,,,,,12.2899,-3.9978,-5.7199,-0.00542164,-0.00566137
car3,2.1,0.033334,lidar,-7.19445,1.48456,0.0911651,,,,,-7.23492,1.47992,4.30503,0.3742,0.0578103
car1,2.13333,0.033333,lidar,1.47152,3.9561,0.531208,,,,,1.56208,3.99501,5.87449,0.00149083,-0.00304895
car2,2.13333,0.033333,lidar,11.9576,-4.0439,0.806286,,,,,12.0725,-4.00441,-5.80487,-0.00203096,-0.000876521
car3,2.13333,0.033333,lidar,-7.1024,1.50901,0.0195965,,,,,-7.10171,1.52783,4.29897,0.373139,0.0544828
car1,2.16667,0.033333,lidar,1.65691,4.33995,4.74784,,,,,1.7386,4.0539,5.81438,0.0287739,0.0326067
car2,2.16667,0.033333,lidar,11.7486,-3.66005,5.01483,,,,,11.8543,-3.94798,-5.88376,-0.0277637,-0.0353849
car3,2.16667,0.033333,lidar,-6.95846,1.95161,4.95057,,,,,-6.96744,1.65203,4.39278,0.420651,0.105435
car1,2.2,0.033334,lidar,1.80711,4.02025,0.620379,,,,,1.90843,4.05291,5.73916,0.0268523,0.0286613
car2,2.2,0.033334,lidar,11.5038,-3.97975,0.912091,,,,,11.629,-3.9485,-5.97634,-0.0260381,-0.0314912
car3,2.2,0.033334,lidar,-6.84767,1.69167,0.0214655,,,,,-6.83666,1.7081,4.38045,0.42245,0.103492
car1,2.23333,0.033333,lidar,1.91313,3.84621,2.91074,,,,,2.06408,4.02246,5.626,0.0114227,0.00717517
car2,2.23333,0.033333,lidar,11.2148,-4.14999,3.25615,,,,,11.3891,-3.97707,-6.10408,-0.0112844,-0.0102197
car3,2.23333,0.033333,lidar,-6.77844,1.58217,1.44612,,,,,-6.71794,1.73288,4.29449,0.408285,0.0836734
car1,2.26667,0.033333,lidar,2.21614,3.62002,6.10698,,,,,2.24468,3.95713,5.60229,-0.0196493,-0.0339401
car2,2.26667,0.033333,lidar,11.123,-4.36858,5.89804,,,,,11.174,-4.03976,-6.13927,0.0183599,0.0302334
car3,2.26667,0.033333,lidar,-6.5095,1.42533,5.02114,,,,,-6.57264,1.72189,4.24877,0.367056,0.0344244
car1,2.3,0.033334,lidar,2.39206,4.08015,0.651587,,,,,2.42382,3.97435,5.5791,-0.0109978,-0.0210815
car2,2.3,0.033334,lidar,10.9042,-3.89704,0.949437,,,,,10.9571,-4.01925,-6.17885,0.00821428,0.0151466
